id,file_id,word,context
60,austen-emma.txt,blue,"She was so busy in admiring those soft <b>blue</b> eyes, in talking and listening, and forming all these schemes in the in-betweens, that the evening flew away at a very unusual rate; and the supper-table, which always closed such parties, and for which she had been used to sit and watch the due time, was all set out and ready, and moved forwards to the fire, before she was aware.  "
61,austen-emma.txt,bit,"Miss Bates, let Emma help you to a little <b>bit</b> of tart--a very little bit. "
62,austen-emma.txt,bit,"Miss Bates, let Emma help you to a little bit of tart--a very little <b>bit</b>. "
63,austen-emma.txt,last,"Miss Woodhouse was so great a personage in Highbury, that the prospect of the introduction had given as much panic as pleasure; but the humble, grateful little girl went off with highly gratified feelings, delighted with the affability with which Miss Woodhouse had treated her all the evening, and actually shaken hands with her at <b>last</b>!    "
64,austen-emma.txt,ground,"Her father never went beyond the shrubbery, where two divisions of the <b>ground</b> sufficed him for his long walk, or his short, as the year varied; "
65,austen-emma.txt,kind,"But in every respect, as she saw more of her, she approved her, and was confirmed in all her <b>kind</b> designs.  "
66,austen-emma.txt,company,"Her early attachment to herself was very amiable; and her inclination for good <b>company</b>, and power of appreciating what was elegant and clever, shewed that there was no want of taste, though strength of understanding must not be expected.  "
67,austen-emma.txt,bore,"She had taken up a wrong idea, fancying it was a mother and daughter, a son and son's wife, who all lived together; but when it appeared that the Mr. Martin, who <b>bore</b> a part in the narrative, and was always mentioned with approbation for his great good-nature in doing something or other, was a single man; that there was no young Mrs. Martin, no wife in the case; she did suspect danger to her poor little friend from all this hospitality and kindness, and that, if she were not taken care of, she might be required to sink herself forever.  "
68,austen-emma.txt,sink,"She had taken up a wrong idea, fancying it was a mother and daughter, a son and son's wife, who all lived together; but when it appeared that the Mr. Martin, who bore a part in the narrative, and was always mentioned with approbation for his great good-nature in doing something or other, was a single man; that there was no young Mrs. Martin, no wife in the case; she did suspect danger to her poor little friend from all this hospitality and kindness, and that, if she were not taken care of, she might be required to <b>sink</b> herself forever.  "
69,austen-emma.txt,kind,"""And when she had come away, Mrs. Martin was so very <b>kind</b> as to send "
70,austen-emma.txt,before,"But sometimes of an evening, <b>before</b> we went to cards, he would read something aloud out of the Elegant Extracts, very entertaining. "
71,austen-emma.txt,before,"He had never heard of such books <b>before</b> I mentioned them, but he is determined to get them now as soon as ever he can.""  "
72,austen-emma.txt,can,"He had never heard of such books before I mentioned them, but he is determined to get them now as soon as ever he <b>can</b>.""  "
73,austen-emma.txt,foot,"A young farmer, whether on horseback or on <b>foot</b>, is the very last sort of person to raise my curiosity. "
74,austen-emma.txt,last,"A young farmer, whether on horseback or on foot, is the very <b>last</b> sort of person to raise my curiosity. "
75,austen-emma.txt,can,The yeomanry are precisely the order of people with whom I feel I <b>can</b> have nothing to do.  
76,austen-emma.txt,can,"But a farmer <b>can</b> need none of my help, and is, therefore, in one sense, as much above my notice as in every other he is below it.""  "
77,austen-emma.txt,last,"He was four-and-twenty the 8th of <b>last</b> June, and my birthday is the 23rd just a fortnight and a day's difference--which is very odd.""  "
78,austen-emma.txt,can,"Well, and that is as early as most men <b>can</b> afford to marry, who are not born to an independence.  "
79,austen-emma.txt,can,"There <b>can</b> be no doubt of your being a gentleman's daughter, and you must support your claim to that station by every thing within your own power, or there will be plenty of people who would take pleasure in degrading you.""  "
80,austen-emma.txt,can,"But while I visit at Hartfield, and you are so kind to me, Miss Woodhouse, I am not afraid of what any body <b>can</b> do.""  "
81,austen-emma.txt,kind,"But while I visit at Hartfield, and you are so <b>kind</b> to me, Miss Woodhouse, I am not afraid of what any body can do.""  "
82,austen-emma.txt,can,"But if he marries a very ignorant, vulgar woman, certainly I had better not visit her, if I <b>can</b> help it.""  "
83,austen-emma.txt,foot,"He was on <b>foot</b>, and after looking very respectfully at her, looked with most unfeigned satisfaction at her companion. "
84,austen-emma.txt,ground,"His appearance was very neat, and he looked like a sensible young man, but his person had no other advantage; and when he came to be contrasted with gentlemen, she thought he must lose all the <b>ground</b> he had gained in Harriet's inclination.  "
85,austen-emma.txt,like,"His appearance was very neat, and he looked <b>like</b> a sensible young man, but his person had no other advantage; and when he came to be contrasted with gentlemen, she thought he must lose all the ground he had gained in Harriet's inclination.  "
86,austen-emma.txt,last,"He was so busy the <b>last</b> time he was at Kingston that he quite forgot it, but he goes again to-morrow. "
87,austen-emma.txt,like,"Well, Miss Woodhouse, is he <b>like</b> what you expected?"
88,austen-emma.txt,company,"""I think, Harriet, since your acquaintance with us, you have been repeatedly in the <b>company</b> of some such very real gentlemen, that you must yourself be struck with the difference in Mr. Martin. "
89,austen-emma.txt,before,"I should be surprized if, after seeing them, you could be in company with Mr. Martin again without perceiving him to be a very inferior creature--and rather wondering at yourself for having ever thought him at all agreeable <b>before</b>. "
90,austen-emma.txt,company,"I should be surprized if, after seeing them, you could be in <b>company</b> with Mr. Martin again without perceiving him to be a very inferior creature--and rather wondering at yourself for having ever thought him at all agreeable before. "
91,austen-emma.txt,like,"""Certainly, he is not <b>like</b> Mr. Knightley.  "
92,austen-emma.txt,either,Compare Mr. Martin with <b>either</b> of them. 
93,austen-emma.txt,grave,"""I wonder he did not remember the book""--was all Harriet's answer, and spoken with a degree of <b>grave</b> displeasure which Emma thought might be safely left to itself.  "
94,austen-emma.txt,left,"""I wonder he did not remember the book""--was all Harriet's answer, and spoken with a degree of grave displeasure which Emma thought might be safely <b>left</b> to itself.  "
95,austen-emma.txt,late,He seems to me to be grown particularly gentle of <b>late</b>.  
96,austen-emma.txt,either,"I do not know whether he has any design of ingratiating himself with <b>either</b> of us, Harriet, by additional softness, but it strikes me that his manners are softer than they used to be.  "
97,austen-emma.txt,head,Mr. Elton was the very person fixed on by Emma for driving the young farmer out of Harriet's <b>head</b>.  
98,austen-emma.txt,date,"It was not likely, however, that any body should have equalled her in the <b>date</b> of the plan, as it had entered her brain during the very first evening of Harriet's coming to Hartfield.  "
99,austen-emma.txt,like,"And he was really a very pleasing young man, a young man whom any woman not fastidious might <b>like</b>. "
100,austen-emma.txt,can,"You are so much used to live alone, that you do not know the value of a companion; and, perhaps no man <b>can</b> be a good judge of the comfort "
101,austen-emma.txt,can,I <b>can</b> imagine your objection to Harriet Smith. 
102,austen-emma.txt,can,"so then;--but since we have parted, I <b>can</b> never remember Emma's omitting to do any thing I wished.""  "
103,austen-emma.txt,bear,"""Why, to own the truth, I am afraid you are rather thrown away, and that with every disposition to <b>bear</b>, there will be nothing to be borne.  "
104,austen-emma.txt,can,How <b>can</b> 
105,austen-emma.txt,either,"""I <b>either</b> depend more upon Emma's good sense than you do, or am more anxious for her present comfort; for I cannot lament the acquaintance. "
106,austen-emma.txt,last,"How well she looked <b>last</b> night!""  "
107,austen-emma.txt,can,"<b>Can</b> you imagine any thing nearer perfect beauty than Emma altogether--face and figure?""  "
108,austen-emma.txt,head,"There is health, not merely in her bloom, but in her air, her <b>head</b>, her glance.  "
109,austen-emma.txt,dread,"Mrs. Weston, I am not to be talked out of my dislike of Harriet Smith, or my <b>dread</b> of its doing them both harm.""  "
110,austen-emma.txt,can,"""I know that you all love her really too well to be unjust or unkind; but excuse me, Mr. Knightley, if I take the liberty (I consider myself, you know, as having somewhat of the privilege of speech that Emma's mother might have had) the liberty of hinting that I do not think any possible good <b>can</b> arise from Harriet Smith's intimacy being made a matter of much discussion among you.  "
111,austen-emma.txt,like,"I should <b>like</b> to see Emma in love, and in some doubt of a return; it would do her good. "
112,austen-emma.txt,can,"""There does, indeed, seem as little to tempt her to break her resolution at present,"" said Mrs. Weston, ""as <b>can</b> well be; and"
113,austen-emma.txt,before,"CHAPTER VI   Emma could not feel a doubt of having given Harriet's fancy a proper direction and raised the gratitude of her young vanity to a very good purpose, for she found her decidedly more sensible than <b>before</b> of Mr. Elton's being a remarkably handsome man, with most agreeable manners; and as she had no hesitation in following up the assurance of his admiration by agreeable hints, she was soon pretty confident of creating as much liking on Harriet's side, as there could be any occasion for.  "
114,austen-emma.txt,before,", have taught her to think on points which had not fallen in her way <b>before</b>.""  "
115,austen-emma.txt,mine,Don't pretend to be in raptures about <b>mine</b>.  
116,austen-emma.txt,can,"""Well, if you give me such kind encouragement, Mr. Elton, I believe I shall try what I <b>can</b> do.  "
117,austen-emma.txt,kind,"""Well, if you give me such <b>kind</b> encouragement, Mr. Elton, I believe I shall try what I can do.  "
118,austen-emma.txt,like,"""But I am afraid, Mr. Elton, Harriet will not <b>like</b> to sit. "
119,austen-emma.txt,either,"She was not much deceived as to her own skill <b>either</b> as an artist or a musician, but she was not unwilling to have others deceived, or sorry to know her reputation for accomplishment often higher than it deserved.  "
120,austen-emma.txt,like,"There is my father--another of my father--but the idea of sitting for his picture made him so nervous, that I could only take him by stealth; neither of them very <b>like</b> therefore.  "
121,austen-emma.txt,can,"nor <b>can</b> it be very easy to take any likeness of them, beyond the air and complexion, unless they are coarser featured than any of mama's children ever were.  "
122,austen-emma.txt,head,He had nestled down his <b>head</b> most conveniently.  
123,austen-emma.txt,like,That's very <b>like</b>. 
124,austen-emma.txt,last,"Then here is my <b>last</b>,""--unclosing a pretty sketch of a gentleman in small size"
125,austen-emma.txt,last,", whole-length--""my <b>last</b> and my best--my brother, Mr. John Knightley.--This did not want much of being finished, when I put it away in a pet, and vowed I would never take another likeness. "
126,austen-emma.txt,like,"Weston and I were quite agreed in thinking it very <b>like</b>)--only too handsome--too flattering--but that was a fault on the right side--after all this, came poor dear Isabella's cold approbation of--""Yes"
127,austen-emma.txt,like,", it was a little <b>like</b>--but to be sure it did not do him justice."" "
128,austen-emma.txt,bear,It was made a great favour of; and altogether it was more than I could <b>bear</b>;
129,austen-emma.txt,like,"It was to be a whole-length in water-colours, <b>like</b> Mr. John Knightley's, and was destined, if she could please herself, to hold a very honourable station over the mantelpiece.  "
130,austen-emma.txt,before,made him discern a likeness almost <b>before</b> it was possible. 
131,austen-emma.txt,last,"There was no want of likeness, she had been fortunate in the attitude, and as she meant to throw in a little improvement to the figure, to give a little more height, and considerably more elegance, she had great confidence of its being in every way a pretty drawing at <b>last</b>, "
132,austen-emma.txt,like,"The only thing I do not thoroughly <b>like</b> is, that she seems to be sitting out of doors, with only a little shawl over her shoulders--and it makes one think she must catch cold.""  "
133,austen-emma.txt,bear,"It must be done directly; it must be done in London; the order must go through the hands of some intelligent person whose taste could be depended on; and Isabella, the usual doer of all commissions, must not be applied to, because it was December, and Mr. Woodhouse could not <b>bear</b> the idea of her stirring out of her house in the fogs of December.  "
134,austen-emma.txt,suit,"He is an excellent young man, and will <b>suit</b> Harriet exactly; it will be an `Exactly so,' as he says himself; "
135,austen-emma.txt,before,"She had heard, as soon as she got back to Mrs. Goddard's, that Mr. Martin had been there an hour <b>before</b>, and finding she was not at home, nor particularly expected, had left a little parcel for her from one of his sisters, and gone away; "
136,austen-emma.txt,left,"She had heard, as soon as she got back to Mrs. Goddard's, that Mr. Martin had been there an hour before, and finding she was not at home, nor particularly expected, had <b>left</b> a little parcel for her from one of his sisters, and gone away; "
137,austen-emma.txt,can,"He will connect himself well if he <b>can</b>.""  "
138,austen-emma.txt,last,"She paused over it, while Harriet stood anxiously watching for her opinion, with a ""Well, well,"" and was at <b>last</b> forced to add, "
139,austen-emma.txt,can,I <b>can</b> hardly imagine the young man whom I saw talking with you the other day could express himself 
140,austen-emma.txt,left,"so well, if <b>left</b> quite to his own powers, and yet it is not the style of a woman;"
141,austen-emma.txt,certain,"Vigorous, decided, with sentiments to a <b>certain</b> point, not coarse.  "
142,austen-emma.txt,can,If she <b>can</b> hesitate as to
143,austen-emma.txt,kind,"no, I am sure you are a great deal too <b>kind</b> to--"
144,austen-emma.txt,either,"""Not for the world,"" said Emma, smiling graciously, ""would I advise you <b>either</b> way.  "
145,austen-emma.txt,company,"If you prefer Mr. Martin to every other person; if you think him the most agreeable man you have ever been in <b>company</b> with, why should you hesitate?"
146,austen-emma.txt,last,"At <b>last</b>, with some hesitation, Harriet said--  "
147,austen-emma.txt,can,"Miss Woodhouse, as you will not give me your opinion, I must do as well as I <b>can</b> by myself; and I have now quite determined, and really almost made up my mind--to refuse Mr. Martin.  "
148,austen-emma.txt,before,"""No, to be sure you could not; but I never thought of that <b>before</b>. "
149,austen-emma.txt,either,"""I do not think he is conceited <b>either</b>, in general,"" said Harriet, her conscience opposing such censure;"
150,austen-emma.txt,like,"and you know, though he may <b>like</b> me, it does not follow that I should--and certainly I must confess that since my visiting here I have seen people--and if one comes to compare them, person and manners, there is no comparison at all, one is so very handsome and agreeable. "
151,austen-emma.txt,can,"A woman is not to marry a man merely because she is asked, or because he is attached to her, and <b>can</b> write a tolerable letter.""  "
152,austen-emma.txt,sentence,"Emma assured her there would be no difficulty in the answer, and advised its being written directly, which was agreed to, in the hope of her assistance; and though Emma continued to protest against any assistance being wanted, it was in fact given in the formation of every <b>sentence</b>.  "
153,austen-emma.txt,bear,"""Nor, if you were, could I ever <b>bear</b> to part with you, my Harriet. "
154,austen-emma.txt,can,The attentions of a certain person <b>can</b> hardly be among the tittle-tattle of Highbury yet. 
155,austen-emma.txt,certain,The attentions of a <b>certain</b> person can hardly be among the tittle-tattle of Highbury yet. 
156,austen-emma.txt,like,"Harriet blushed and smiled, and said something about wondering that people should <b>like</b> her so much.  "
157,austen-emma.txt,left,"""My picture!--But he has <b>left</b> my picture in Bond-street.""  "
158,austen-emma.txt,before,"No, my dear little modest Harriet, depend upon it the picture will not be in Bond-street till just <b>before</b> he mounts his horse to-morrow. "
159,austen-emma.txt,can,"As the sun is out, I believe I had better take my three turns while I <b>can</b>. "
160,austen-emma.txt,before,"""I would ask for the pleasure of your company, Mr. Knightley, but I am a very slow walker, and my pace would be tedious to you; and, besides, you have another long walk <b>before</b> you, to Donwell Abbey.""  "
161,austen-emma.txt,company,"""I would ask for the pleasure of your <b>company</b>, Mr. Knightley, but I am a very slow walker, and my pace would be tedious to you; and, besides, you have another long walk before you, to Donwell Abbey.""  "
162,austen-emma.txt,last,"Mr. Woodhouse at <b>last</b> was off; but Mr. Knightley, instead of being immediately off likewise, sat down again, seemingly inclined for more chat.  "
163,austen-emma.txt,before,"He began speaking of Harriet, and speaking of her with more voluntary praise than Emma had ever heard <b>before</b>.  "
164,austen-emma.txt,can,I <b>can</b> think of but one thing--
165,austen-emma.txt,before,"If he had never esteemed my opinion <b>before</b>, he would have thought highly of me then; and, I dare say, left the house thinking me the best friend and counsellor man ever had.  "
166,austen-emma.txt,left,"If he had never esteemed my opinion before, he would have thought highly of me then; and, I dare say, <b>left</b> the house thinking me the best friend and counsellor man ever had.  "
167,austen-emma.txt,before,This happened the night <b>before</b> last.  
168,austen-emma.txt,last,This happened the night before <b>last</b>.  
169,austen-emma.txt,before,"Now, as we may fairly suppose, he would not allow much time to pass <b>before</b> he spoke to the lady, and as he does not appear to have spoken yesterday, it is not unlikely that he should be at Mrs. Goddard's to-day; and she may be detained by a visitor, without thinking him at all a tiresome wretch.""  "
170,austen-emma.txt,before,"This was obliged to be repeated <b>before</b> it could be believed; and Mr. Knightley actually looked red with surprize and displeasure, as he stood up, in tall indignation, and said,  "
171,austen-emma.txt,either,"What are Harriet Smith's claims, <b>either</b> of birth, nature or education, to any connexion higher than Robert Martin?"
172,austen-emma.txt,can,"At her age she <b>can</b> have no experience, and with her little wit, is not very likely ever to have any that can avail her. "
173,austen-emma.txt,can,"At her age she can have no experience, and with her little wit, is not very likely ever to have any that <b>can</b> avail her. "
174,austen-emma.txt,like,"But I could not reason so to a man in love, and was willing to trust to there being no harm in her, to her having that sort of disposition, which, in good hands, <b>like</b> his, might be easily led "
175,austen-emma.txt,mine,I assure you <b>mine</b> are very different.  
176,austen-emma.txt,can,"She is not to pay for the offence of others, by being held below the level of those with whom she is brought up.--There <b>can</b> scarcely be a doubt that her father is a gentleman--and a gentleman of "
177,austen-emma.txt,charge,"""Whoever might be her parents,"" said Mr. Knightley, ""whoever may have had the <b>charge</b> of her, it does not appear to have been any part of their plan to introduce her into what you would call good society. "
178,austen-emma.txt,can,"After receiving a very indifferent education she is left in Mrs. Goddard's hands to shift as she <b>can</b>;--to move, in short, in Mrs. Goddard's line, to have Mrs. Goddard's acquaintance. "
179,austen-emma.txt,left,"After receiving a very indifferent education she is <b>left</b> in Mrs. Goddard's hands to shift as she can;--to move, in short, in Mrs. Goddard's line, to have Mrs. Goddard's acquaintance. "
180,austen-emma.txt,before,"""You are a very warm friend to Mr. Martin; but, as I said <b>before</b>, are unjust to Harriet.  "
181,austen-emma.txt,head,"Vanity working on a weak <b>head</b>, produces every sort of mischief.  "
182,austen-emma.txt,can,"""We think so very differently on this point, Mr. Knightley, that there <b>can</b> be no use in canvassing it.  "
183,austen-emma.txt,before,"I can imagine, that <b>before</b> she had seen any body superior, she might tolerate him.  "
184,austen-emma.txt,can,"I <b>can</b> imagine, that before she had seen any body superior, she might tolerate him.  "
185,austen-emma.txt,last,The result of his thoughts appeared at <b>last</b> in these words.  
186,austen-emma.txt,before,Robert Martin has no great loss--if he can but think so; and I hope it will not be long <b>before</b> he does.  
187,austen-emma.txt,can,Robert Martin has no great loss--if he <b>can</b> but think so; and I hope it will not be long before he does.  
188,austen-emma.txt,can,"He is as well acquainted with his own claims, as you <b>can</b> be with Harriet's."
189,austen-emma.txt,kind,"""If I had set my heart on Mr. Elton's marrying Harriet, it would have been very <b>kind</b> to open my eyes; but at present I only want to keep Harriet to myself.  "
190,austen-emma.txt,sanction,"He felt the disappointment of the young man, and was mortified to have been the means of promoting it, by the <b>sanction</b> he had given; and the part which he was persuaded Emma had taken in the affair, was provoking him exceedingly.  "
191,austen-emma.txt,left,He walked off in more complete self-approbation than he <b>left</b> for her. 
192,austen-emma.txt,dread,"The <b>dread</b> of such a failure after all became the prominent uneasiness; and when Harriet appeared, and in very good spirits, and without having any such reason to give for her long absence, she felt a satisfaction which settled her with her own mind, and convinced her, that let Mr. Knightley think or say what he would, she had done nothing which woman's friendship and woman's feelings would not justify.  "
193,austen-emma.txt,before,"Mr. Perry had been to Mrs. Goddard's to attend a sick child, and Miss Nash had seen him, and he had told Miss Nash, that as he was coming back yesterday from Clayton Park, he had met Mr. Elton, and found to his great surprize, that Mr. Elton was actually on his road to London, and not meaning to return till the morrow, though it was the whist-club night, which he had been never known to miss <b>before</b>; and Mr. Perry had remonstrated with him about it, and told him how shabby it was in him, their best player, to absent himself, and tried very much to persuade him to put off his journey only one day; but it would not do"
